gene_pair_ko	reduce_dep	motif	side	SFE_2	SFE_1	support_1	support_2	overlap	max_overlap	freq_overlap	int_type	r_overlap	r_freq_overlap	wMI_stat	E.r.wMI_stat	ME_p.value	wMI_p.value	APC	direction	dMI	ME_good	wMI_good	APC_good	significance	genes_1	genes_2	alt_1	alt_2	gene_1	gene_2	p_anova	bf	driver/driver_n	driver/wt_n	wt/driver_n	WT_n	driver/driver_median	driver/wt_median	wt/driver_median	WT_median	posthoc_bf_direct.1_s1	posthoc_bf_direct.1_s2	posthoc_bf_indirect.1_s1	posthoc_bf_indirect.1_s2	posthoc_bf_indirect.3_s1	posthoc_bf_indirect.3_s2	posthoc_bf_combo.1_s1	posthoc_bf_combo.1_s2	posthoc_bf_combo.3_s1	posthoc_bf_combo.3_s2	driver/wt - driver/driver	wt/driver - driver/driver	driver/driver - WT	wt/driver - driver/wt	driver/wt - WT	wt/driver - WT	role_1	role_2	center	dd	dw	wd	ww	ko_on	important_diff	important_posthoc_anova_p	important_posthoc_bf	important_bf.ratio	important_normalized_effect_diff	important_posthoc_bf_direct	important_posthoc_bf_indirect	experiment	input_motif	ko_gene	gene.1_gene.2_ko	gene.pair	motif_ko	uid	significant_diff	lev	n_sig	n_precise	n	consistent
PIK3CA--MYC__PIK3CA	FALSE	MUT.PIK3CA_PIK3CA/AMP.merged.chr8:120885957-129581304_MYC	first	AMP.merged.chr8:120885957-129581304	MUT.PIK3CA	1178	779	81	444	0.182432432432432	AMP - MUT	99.1746	0.223366216216216	0.011227421126726	0.00802971152268	0.0126	0.0126	0.002713391640324	ME	0.003197709604047	FALSE	FALSE	TRUE	significant_permissive	PIK3CA	MYC	MUT	AMP	PIK3CA	MYC	9.1266144417089E-05	815.559781153005	14	35	32	92	-0.2325	-0.136	0.0915	0.012	1.64512313320769	11.7617634614626	52.6595912192866	989.109746428025	230.950501749329	231.695101374731	52.6595912192866	989.109746428025	230.950501749329	231.695101374731	0.005348762507588	1.73114199260027E-05	NA	0.027318625696243	NA	0.413163088022239	og	og	-0.13738848362975	-0.334018607464133	-0.015456566763225	0.200165630630748	0.14930954359661	og	-0.0965	0.005348762507588	NA	NA	-0.318562040700908	1.64512313320769	230.950501749329	DRIVE_ataris	MUT.PIK3CA/AMP.merged.chr8:120885957-129581304	PIK3CA	PIK3CA__MYC__PIK3CA	PIK3CA--MYC	MUT.PIK3CA/AMP.merged.chr8:120885957-129581304__PIK3CA	MUT.PIK3CA_PIK3CA/AMP.merged.chr8:120885957-129581304_MYC__PIK3CA__DRIVE_ataris	TRUE	gene	3	5	2	TRUE
PIK3CA--NFE2L2__NFE2L2	FALSE	MUT.NFE2L2_NFE2L2/AMP.merged.chr3:138372860-196128882_PIK3CA	first	AMP.merged.chr3:138372860-196128882	MUT.NFE2L2	189	522	62	157	0.394904458598726	AMP - MUT	35.1452	0.223854777070064	0.006329451670777	0.000279913983962	0	0	0.008099953991361	CO	0.006049537686815	TRUE	TRUE	TRUE	significant_robust	NFE2L2	PIK3CB,WWTR1,MECOM,PRKCI,PIK3CA,BCL6,ACAP2	MUT	AMP	NFE2L2	PIK3CA	0.043812437220364	0.911608101227809	4	5	36	331	-0.297457184314155	-0.000763115222028	-0.03269967719681	-0.064769298180101	18.8299646749513	3.13370194080863	1.72375947531042	1.18611330681627	1.81774041037954	1.76208606549137	1.72375947531042	1.18611330681627	1.81774041037954	1.76208606549137	0.038110883364045	0.025921891929018	NA	0.715507106583364	NA	0.064644171919894	og	og	-0.079436185640679	-0.085333278212926	0.04324982265101	0.046216846597725	-0.004133391035809	og	-0.296694069092127	0.038110883364045	NA	NA	-0.128583100863936	18.8299646749513	1.81774041037954	DEMETER2	MUT.NFE2L2/AMP.merged.chr3:138372860-196128882	NFE2L2	NFE2L2__PIK3CA__NFE2L2	PIK3CA--NFE2L2	MUT.NFE2L2/AMP.merged.chr3:138372860-196128882__NFE2L2	MUT.NFE2L2_NFE2L2/AMP.merged.chr3:138372860-196128882_PIK3CA__NFE2L2__DEMETER2	TRUE	event_inc	3	4	2	TRUE
PIK3CA--NFE2L2__NFE2L2	FALSE	MUT.NFE2L2_NFE2L2/AMP.merged.chr3:138372860-196128882_PIK3CA	first	AMP.merged.chr3:138372860-196128882	MUT.NFE2L2	189	522	62	157	0.394904458598726	AMP - MUT	35.1452	0.223854777070064	0.006329451670777	0.000279913983962	0	0	0.008099953991361	CO	0.006049537686815	TRUE	TRUE	TRUE	significant_robust	NFE2L2	PIK3CB,WWTR1,MECOM,PRKCI,PIK3CA,BCL6,ACAP2	MUT	AMP	NFE2L2	PIK3CA	0.176601953118046	0.47041496426539	3	3	17	197	-0.741	-0.329	0.127	0.013	1.17251858351851	4.42846243836101	1.00348243536374	1.46281242583087	2.66873237415365	2.33910448421585	1.00348243536374	1.46281242583087	2.66873237415365	2.33910448421585	0.057827965526148	0.033820976371876	NA	0.714376743506773	NA	0.599563487688276	og	og	-0.128087473462692	-0.230998195365904	0.068693923154909	0.10728956510313	0.055014707107865	og	-0.412	0.057827965526148	NA	NA	-0.299692118520814	1.17251858351851	2.66873237415365	DRIVE_ataris	MUT.NFE2L2/AMP.merged.chr3:138372860-196128882	NFE2L2	NFE2L2__PIK3CA__NFE2L2	PIK3CA--NFE2L2	MUT.NFE2L2/AMP.merged.chr3:138372860-196128882__NFE2L2	MUT.NFE2L2_NFE2L2/AMP.merged.chr3:138372860-196128882_PIK3CA__NFE2L2__DRIVE_ataris	FALSE	event_exc	3	4	2	TRUE
PIK3CA--NFE2L2__NFE2L2	FALSE	MUT.NFE2L2_NFE2L2/AMP.merged.chr3:138372860-196128882_PIK3CA	first	AMP.merged.chr3:138372860-196128882	MUT.NFE2L2	189	522	62	157	0.394904458598726	AMP - MUT	35.1452	0.223854777070064	0.006329451670777	0.000279913983962	0	0	0.008099953991361	CO	0.006049537686815	TRUE	TRUE	TRUE	significant_robust	NFE2L2	PIK3CB,WWTR1,MECOM,PRKCI,PIK3CA,BCL6,ACAP2	MUT	AMP	NFE2L2	PIK3CA	0.154790579213339	0.532336217925978	3	3	21	197	-0.741	-0.329	0.132	0.013	1.24202446412771	6.03857683499718	1.11562619769836	1.66376385894443	2.75134636379425	2.5712334720622	1.11562619769836	1.66376385894443	2.75134636379425	2.5712334720622	0.067476928319511	0.028937591681579	NA	0.855970960947077	NA	0.407580007996978	og	og	-0.128092988072129	-0.2641524057878	0.069006111782332	0.137473809264743	0.057672484740725	og	-0.412	0.067476928319511	NA	NA	-0.333158517570131	1.24202446412771	2.75134636379425	DRIVE_ataris	MUT.NFE2L2/AMP.merged.chr3:138372860-196128882	NFE2L2	NFE2L2__PIK3CA__NFE2L2	PIK3CA--NFE2L2	MUT.NFE2L2/AMP.merged.chr3:138372860-196128882__NFE2L2	MUT.NFE2L2_NFE2L2/AMP.merged.chr3:138372860-196128882_PIK3CA__NFE2L2__DRIVE_ataris	FALSE	event_inc	3	4	2	TRUE
PIK3CA--NFE2L2__NFE2L2	FALSE	MUT.NFE2L2_NFE2L2/AMP.merged.chr3:138372860-196128882_PIK3CA	first	AMP.merged.chr3:138372860-196128882	MUT.NFE2L2	189	522	62	157	0.394904458598726	AMP - MUT	35.1452	0.223854777070064	0.006329451670777	0.000279913983962	0	0	0.008099953991361	CO	0.006049537686815	TRUE	TRUE	TRUE	significant_robust	NFE2L2	PIK3CB,WWTR1,MECOM,PRKCI,PIK3CA,BCL6,ACAP2	MUT	AMP	NFE2L2	PIK3CA	0.007204503283305	3.3781397439155	8	11	105	247	-0.297457184314155	-0.000763115222028	-0.040215422514584	-0.075303579666123	2.63133363675372	101.826912363698	9.40295751612402	8.21480985389344	17.1779279744009	23.7645260321812	9.40295751612402	8.21480985389344	17.1779279744009	23.7645260321812	0.03638351917741	0.000702811084073	NA	0.293236807617696	NA	0.194469752116993	og	og	-0.134187147203747	-0.112493084460733	0.00736427995685	0.068960681189524	0.036168123314359	og	-0.296694069092127	0.03638351917741	NA	NA	-0.119857364417584	2.63133363675372	17.1779279744009	DEMETER2	MUT.NFE2L2/AMP.merged.chr3:138372860-196128882	NFE2L2	NFE2L2__PIK3CA__NFE2L2	PIK3CA--NFE2L2	MUT.NFE2L2/AMP.merged.chr3:138372860-196128882__NFE2L2	MUT.NFE2L2_NFE2L2/AMP.merged.chr3:138372860-196128882_PIK3CA__NFE2L2__DEMETER2	TRUE	gene	3	4	2	TRUE
PIK3CA--NFE2L2__NFE2L2	FALSE	MUT.NFE2L2_NFE2L2/AMP.merged.chr3:138372860-196128882_PIK3CA	first	AMP.merged.chr3:138372860-196128882	MUT.NFE2L2	189	522	62	157	0.394904458598726	AMP - MUT	35.1452	0.223854777070064	0.006329451670777	0.000279913983962	0	0	0.008099953991361	CO	0.006049537686815	TRUE	TRUE	TRUE	significant_robust	NFE2L2	PIK3CB,WWTR1,MECOM,PRKCI,PIK3CA,BCL6,ACAP2	MUT	AMP	NFE2L2	PIK3CA	0.118507418573598	0.482593949268511	3	5	32	331	-0.279110538075325	-0.000763115222028	-0.041416658685498	-0.064769298180101	5.14808510102583	1.24653581338064	0.924222654671587	0.881730509706404	1.24931370290056	1.20185993357622	0.924222654671587	0.881730509706404	1.24931370290056	1.20185993357622	0.091598466985358	0.098784506833768	NA	0.68242454278657	NA	0.100972166123478	og	og	-0.071442399634603	-0.059759966844184	0.035667762912793	0.035508373497759	-0.011416169566369	og	-0.278347422853297	0.091598466985358	NA	NA	-0.095427729756977	5.14808510102583	1.24931370290056	DEMETER2	MUT.NFE2L2/AMP.merged.chr3:138372860-196128882	NFE2L2	NFE2L2__PIK3CA__NFE2L2	PIK3CA--NFE2L2	MUT.NFE2L2/AMP.merged.chr3:138372860-196128882__NFE2L2	MUT.NFE2L2_NFE2L2/AMP.merged.chr3:138372860-196128882_PIK3CA__NFE2L2__DEMETER2	TRUE	event_exc	3	4	2	TRUE
PIK3CA--NFE2L2__NFE2L2	FALSE	MUT.NFE2L2_NFE2L2/AMP.merged.chr3:138372860-196128882_PIK3CA	first	AMP.merged.chr3:138372860-196128882	MUT.NFE2L2	189	522	62	157	0.394904458598726	AMP - MUT	35.1452	0.223854777070064	0.006329451670777	0.000279913983962	0	0	0.008099953991361	CO	0.006049537686815	TRUE	TRUE	TRUE	significant_robust	NFE2L2	PIK3CB,WWTR1,MECOM,PRKCI,PIK3CA,BCL6,ACAP2	MUT	AMP	NFE2L2	PIK3CA	0.000136625736132	73.1047922450542	8	4	79	195	-0.688457459112431	-0.297413476867736	-0.199782201096877	-0.230371024923834	0.845751711889218	615.708635379819	129.074211265655	465.08945882794	705.731658541928	796.559103156227	1	465.08945882794	1	796.559103156227	0.058489653363798	1.27564951342141E-05	NA	0.321207782240559	NA	0.969141348545067	og	og	-0.343652881292648	-0.172120902838642	0.00194637182502	0.088759741714485	0.081414789299137	og	-0.391043982244694	0.058489653363798	NA	NA	-0.174067274663662	0.845751711889218	705.731658541928	AVANA	MUT.NFE2L2/AMP.merged.chr3:138372860-196128882	NFE2L2	NFE2L2__PIK3CA__NFE2L2	PIK3CA--NFE2L2	MUT.NFE2L2/AMP.merged.chr3:138372860-196128882__NFE2L2	MUT.NFE2L2_NFE2L2/AMP.merged.chr3:138372860-196128882_PIK3CA__NFE2L2__AVANA	FALSE	gene	3	4	2	TRUE
PIK3CA--NFE2L2__PIK3CA	FALSE	MUT.NFE2L2_NFE2L2/AMP.merged.chr3:138372860-196128882_PIK3CA	second	AMP.merged.chr3:138372860-196128882	MUT.NFE2L2	189	522	62	157	0.394904458598726	AMP - MUT	35.1452	0.223854777070064	0.006329451670777	0.000279913983962	0	0	0.008099953991361	CO	0.006049537686815	TRUE	TRUE	TRUE	significant_robust	NFE2L2	PIK3CB,WWTR1,MECOM,PRKCI,PIK3CA,BCL6,ACAP2	MUT	AMP	NFE2L2	PIK3CA	0.951600337039377	0.189765130317477	5	0	19	73	-0.219745518864888	NA	0.461523677568014	0.604844817427667	1	0.465051720427578	NA	0.687327085411378	NA	1.08681349026437	1	1	1	1	NA	0.757325787571917	NA	NA	NA	0.982487343478161	og	og	0.231366129243072	-0.15518726221473	NA	0.052598019184659	0.102589243030071	og	-0.681269196432902	0.757325787571917	NA	NA	-0.207785281399389	0.465051720427578	1.08681349026437	SCORE	MUT.NFE2L2/AMP.merged.chr3:138372860-196128882	PIK3CA	NFE2L2__PIK3CA__PIK3CA	PIK3CA--NFE2L2	MUT.NFE2L2/AMP.merged.chr3:138372860-196128882__PIK3CA	MUT.NFE2L2_NFE2L2/AMP.merged.chr3:138372860-196128882_PIK3CA__PIK3CA__SCORE	FALSE	event_inc	3	5	2	TRUE
PIK3CA--NFE2L2__PIK3CA	FALSE	MUT.NFE2L2_NFE2L2/AMP.merged.chr3:138372860-196128882_PIK3CA	second	AMP.merged.chr3:138372860-196128882	MUT.NFE2L2	189	522	62	157	0.394904458598726	AMP - MUT	35.1452	0.223854777070064	0.006329451670777	0.000279913983962	0	0	0.008099953991361	CO	0.006049537686815	TRUE	TRUE	TRUE	significant_robust	NFE2L2	PIK3CB,WWTR1,MECOM,PRKCI,PIK3CA,BCL6,ACAP2	MUT	AMP	NFE2L2	PIK3CA	0.414761857287985	0.255402579563843	3	0	32	251	-0.600021159154985	NA	-0.29289283037522	-0.265860419081705	1	2.21302332122845	NA	1.18980185154049	NA	1.59968201631534	1	1.18980185154049	1	1.59968201631534	NA	0.196130574165895	NA	NA	NA	0.636997307486895	og	og	-0.34296574863512	-0.056988449726501	NA	0.033227835192685	0.023760614533816	og	-0.307128328779765	0.196130574165895	NA	NA	-0.090216284919186	2.21302332122845	1.59968201631534	AVANA	MUT.NFE2L2/AMP.merged.chr3:138372860-196128882	PIK3CA	NFE2L2__PIK3CA__PIK3CA	PIK3CA--NFE2L2	MUT.NFE2L2/AMP.merged.chr3:138372860-196128882__PIK3CA	MUT.NFE2L2_NFE2L2/AMP.merged.chr3:138372860-196128882_PIK3CA__PIK3CA__AVANA	TRUE	event_inc	3	5	2	TRUE
PIK3CA--NFE2L2__PIK3CA	FALSE	MUT.NFE2L2_NFE2L2/AMP.merged.chr3:138372860-196128882_PIK3CA	second	AMP.merged.chr3:138372860-196128882	MUT.NFE2L2	189	522	62	157	0.394904458598726	AMP - MUT	35.1452	0.223854777070064	0.006329451670777	0.000279913983962	0	0	0.008099953991361	CO	0.006049537686815	TRUE	TRUE	TRUE	significant_robust	NFE2L2	PIK3CB,WWTR1,MECOM,PRKCI,PIK3CA,BCL6,ACAP2	MUT	AMP	NFE2L2	PIK3CA	0.406484952086166	0.27958251107298	3	0	30	251	-0.600021159154985	NA	-0.280751722463465	-0.265860419081705	1	2.38252607774877	NA	1.11141394640791	NA	1.60359978274317	1	1.11141394640791	1	1.60359978274317	NA	0.218083047175971	NA	NA	NA	0.471587085815871	og	og	-0.33803686140684	-0.056180417598988	NA	0.037301484300764	0.018878933298224	og	-0.31926943669152	0.218083047175971	NA	NA	-0.093481901899752	2.38252607774877	1.60359978274317	AVANA	MUT.NFE2L2/AMP.merged.chr3:138372860-196128882	PIK3CA	NFE2L2__PIK3CA__PIK3CA	PIK3CA--NFE2L2	MUT.NFE2L2/AMP.merged.chr3:138372860-196128882__PIK3CA	MUT.NFE2L2_NFE2L2/AMP.merged.chr3:138372860-196128882_PIK3CA__PIK3CA__AVANA	TRUE	event_exc	3	5	2	TRUE
PIK3CA--NFE2L2__PIK3CA	FALSE	MUT.NFE2L2_NFE2L2/AMP.merged.chr3:138372860-196128882_PIK3CA	second	AMP.merged.chr3:138372860-196128882	MUT.NFE2L2	189	522	62	157	0.394904458598726	AMP - MUT	35.1452	0.223854777070064	0.006329451670777	0.000279913983962	0	0	0.008099953991361	CO	0.006049537686815	TRUE	TRUE	TRUE	significant_robust	NFE2L2	PIK3CB,WWTR1,MECOM,PRKCI,PIK3CA,BCL6,ACAP2	MUT	AMP	NFE2L2	PIK3CA	0.876510529008785	0.111340497263358	3	5	32	331	-0.186594924972093	-0.092627406562176	-0.162746029292112	-0.138345416852504	0.805854073121222	0.6040536584928	0.267219377534517	0.546250323872572	1.0265933205045	1.0920996201615	1	1	1	1	0.689598293483838	0.45747165021793	NA	0.702384498118362	NA	0.65512938516572	og	og	-0.192787529658937	-0.019587326839653	-0.005385309597633	0.015689748139918	0.009282888297369	og	-0.023848895679981	0.45747165021793	NA	NA	-0.035277074979571	0.6040536584928	1.0920996201615	DEMETER2	MUT.NFE2L2/AMP.merged.chr3:138372860-196128882	PIK3CA	NFE2L2__PIK3CA__PIK3CA	PIK3CA--NFE2L2	MUT.NFE2L2/AMP.merged.chr3:138372860-196128882__PIK3CA	MUT.NFE2L2_NFE2L2/AMP.merged.chr3:138372860-196128882_PIK3CA__PIK3CA__DEMETER2	FALSE	event_exc	3	5	2	TRUE
PIK3CA--NFE2L2__PIK3CA	FALSE	MUT.NFE2L2_NFE2L2/AMP.merged.chr3:138372860-196128882_PIK3CA	second	AMP.merged.chr3:138372860-196128882	MUT.NFE2L2	189	522	62	157	0.394904458598726	AMP - MUT	35.1452	0.223854777070064	0.006329451670777	0.000279913983962	0	0	0.008099953991361	CO	0.006049537686815	TRUE	TRUE	TRUE	significant_robust	NFE2L2	PIK3CB,WWTR1,MECOM,PRKCI,PIK3CA,BCL6,ACAP2	MUT	AMP	NFE2L2	PIK3CA	9.64746748146945E-08	4552898.94401789	8	4	79	195	-0.658612878711305	-0.525224815713416	-0.488582636466874	-0.268582003717939	0.656108342353487	1.07002793014248	8343345.64448124	19.8073788343441	16.7441345680457	14.1442714764691	1	19.8073788343441	1	14.1442714764691	0.239370533083909	0.083705826906469	NA	0.893734345347232	NA	1.67303229048343E-07	og	og	-0.486150507047617	-0.124104862209915	-0.002449739403311	-0.02527725694117	0.151831858554396	og	-0.170030242244431	0.083705826906469	NA	NA	-0.098827605268745	1.07002793014248	14.1442714764691	AVANA	MUT.NFE2L2/AMP.merged.chr3:138372860-196128882	PIK3CA	NFE2L2__PIK3CA__PIK3CA	PIK3CA--NFE2L2	MUT.NFE2L2/AMP.merged.chr3:138372860-196128882__PIK3CA	MUT.NFE2L2_NFE2L2/AMP.merged.chr3:138372860-196128882_PIK3CA__PIK3CA__AVANA	TRUE	gene	3	5	2	TRUE
PIK3CA--NFE2L2__PIK3CA	FALSE	MUT.NFE2L2_NFE2L2/AMP.merged.chr3:138372860-196128882_PIK3CA	second	AMP.merged.chr3:138372860-196128882	MUT.NFE2L2	189	522	62	157	0.394904458598726	AMP - MUT	35.1452	0.223854777070064	0.006329451670777	0.000279913983962	0	0	0.008099953991361	CO	0.006049537686815	TRUE	TRUE	TRUE	significant_robust	NFE2L2	PIK3CB,WWTR1,MECOM,PRKCI,PIK3CA,BCL6,ACAP2	MUT	AMP	NFE2L2	PIK3CA	0.72147586419077	0.1487819971816	3	3	17	196	0.006	0.183	0.014	0.0645	0.749141142480771	0.557213179477511	0.307835887541586	0.512982044439167	0.966155900975625	0.980329600341453	1	1	1	1	0.323045343476523	0.303490569832448	NA	0.782120413614013	NA	0.776701078822638	og	og	0.074702397583364	-0.007866373071875	0.022421747334907	-0.006835581043654	-0.007719793219377	og	-0.008	0.303490569832448	NA	NA	-0.001030792028221	0.557213179477511	0.980329600341453	DRIVE_ataris	MUT.NFE2L2/AMP.merged.chr3:138372860-196128882	PIK3CA	NFE2L2__PIK3CA__PIK3CA	PIK3CA--NFE2L2	MUT.NFE2L2/AMP.merged.chr3:138372860-196128882__PIK3CA	MUT.NFE2L2_NFE2L2/AMP.merged.chr3:138372860-196128882_PIK3CA__PIK3CA__DRIVE_ataris	FALSE	event_exc	3	5	2	TRUE
PTEN--AKT1__AKT1	FALSE	MUT.AKT1_AKT1/MUT.PTEN_PTEN	first	MUT.PTEN	MUT.AKT1	65	669	3	63	0.047619047619048	MUT - MUT	14.764	0.234349206349206	0.004492297873622	0.000164232930881	0	0	0.003302585661135	ME	0.004328064942741	TRUE	TRUE	TRUE	significant_robust	AKT1	PTEN	MUT	MUT	AKT1	PTEN	0.00124240701865	16.9527753688729	4	14	61	205	-0.093648781455978	0.038191786592058	-0.078535497930792	0.000725705339116	0.896170304948014	1.00941319082692	13.1728837106243	1.52245981004511	1.91016063966157	2.38899601922559	1	1.52245981004511	1	2.38899601922559	0.00290978175327	0.095630153379633	NA	0.006482585041144	NA	0.009208963767092	og	tsg	-0.048118071640546	-0.079101717761821	0.073010341806214	-0.025501852568784	0.031593228524391	og	-0.131840568048036	0.00290978175327	NA	NA	-0.152112059568034	0.896170304948014	1.91016063966157	AVANA	MUT.AKT1/MUT.PTEN	AKT1	AKT1__PTEN__AKT1	PTEN--AKT1	MUT.AKT1/MUT.PTEN__AKT1	MUT.AKT1_AKT1/MUT.PTEN_PTEN__AKT1__AVANA	FALSE	gene	1	0	0	TRUE
PTEN--AKT1__AKT1	FALSE	MUT.AKT1_AKT1/MUT.PTEN_PTEN	first	MUT.PTEN	MUT.AKT1	65	669	3	63	0.047619047619048	MUT - MUT	14.764	0.234349206349206	0.004492297873622	0.000164232930881	0	0	0.003302585661135	ME	0.004328064942741	TRUE	TRUE	TRUE	significant_robust	AKT1	PTEN	MUT	MUT	AKT1	PTEN	0.005812804120328	3.57005283753651	3	19	80	314	-0.059143862388432	-0.078086876036335	-0.094564056585405	-0.067475132569745	2.67028696961468	1.05907281175884	13.4161895958043	1.51814328808133	4.88240906410413	4.59944347145298	13.4161895958043	1.51814328808133	4.88240906410413	4.59944347145298	0.013288324727956	0.045370165028741	NA	0.173195897638448	NA	0.012581720990907	og	tsg	-0.130982586130471	-0.090063444692465	0.043029585708917	-0.002309866392875	0.049343725376424	og	0.018943013647903	0.013288324727956	NA	NA	-0.133093030401382	2.67028696961468	4.88240906410413	DEMETER2	MUT.AKT1/MUT.PTEN	AKT1	AKT1__PTEN__AKT1	PTEN--AKT1	MUT.AKT1/MUT.PTEN__AKT1	MUT.AKT1_AKT1/MUT.PTEN_PTEN__AKT1__DEMETER2	TRUE	gene	1	0	0	TRUE
PTEN--CCND1__CCND1	FALSE	MUT.CCND1_CCND1/MUT.PTEN_PTEN	first	MUT.PTEN	MUT.CCND1	32	669	25	32	0.78125	MUT - MUT	22.0296	0.688425	0.010933696530842	0.008589746337892	0.062	0.062	0.002530994534094	CO	0.00234395019295	FALSE	FALSE	TRUE	significant_permissive	CCND1	PTEN	MUT	MUT	CCND1	PTEN	0.001016717344876	13.6927992681754	8	53	57	195	-1.10365574012446	-0.980561466851075	-0.746860790140419	-0.866184268227667	2.76727756650261	11.7161563124929	11.7415073283768	3.86530648898999	7.82742380559989	6.03987762042004	11.7415073283768	3.86530648898999	7.82742380559989	6.03987762042004	0.062032047316929	0.000544405848296	NA	0.004043985889163	NA	0.023366480527168	og	tsg	-0.918136665994153	-0.190989184399369	-0.035259860943292	0.170832410690814	0.055416634651847	og	-0.123094273273388	0.062032047316929	NA	NA	-0.155729323456077	2.76727756650261	7.82742380559989	AVANA	MUT.CCND1/MUT.PTEN	CCND1	CCND1__PTEN__CCND1	PTEN--CCND1	MUT.CCND1/MUT.PTEN__CCND1	MUT.CCND1_CCND1/MUT.PTEN_PTEN__CCND1__AVANA	TRUE	gene	1	0	0	TRUE
PTEN--CCND1__CCND1	FALSE	MUT.CCND1_CCND1/MUT.PTEN_PTEN	first	MUT.PTEN	MUT.CCND1	32	669	25	32	0.78125	MUT - MUT	22.0296	0.688425	0.010933696530842	0.008589746337892	0.062	0.062	0.002530994534094	CO	0.00234395019295	FALSE	FALSE	TRUE	significant_permissive	CCND1	PTEN	MUT	MUT	CCND1	PTEN	1.57781668267818E-08	91565.3749686353	10	77	70	290	-0.74523987739841	-0.445823255837044	-0.148713337035946	-0.237825364698198	0.430623202114815	37.2765330199108	6.3397993435854	37761.8646641708	5.59943932533337	17.8214205691942	1	37761.8646641708	1	17.8214205691942	0.309310322155472	8.13556311332064E-05	NA	1.22037755900806E-07	NA	0.050693051759863	og	tsg	-0.42262165739832	-0.207606454475871	-0.128483971822716	0.212255675372306	0.12383475092628	og	-0.299416621561366	0.309310322155472	NA	NA	-0.079122482653155	0.430623202114815	5.59943932533337	DEMETER2	MUT.CCND1/MUT.PTEN	CCND1	CCND1__PTEN__CCND1	PTEN--CCND1	MUT.CCND1/MUT.PTEN__CCND1	MUT.CCND1_CCND1/MUT.PTEN_PTEN__CCND1__DEMETER2	FALSE	gene	1	0	0	TRUE
PTEN--CCND1__CCND1	FALSE	MUT.CCND1_CCND1/MUT.PTEN_PTEN	first	MUT.PTEN	MUT.CCND1	32	669	25	32	0.78125	MUT - MUT	22.0296	0.688425	0.010933696530842	0.008589746337892	0.062	0.062	0.002530994534094	CO	0.00234395019295	FALSE	FALSE	TRUE	significant_permissive	CCND1	PTEN	MUT	MUT	CCND1	PTEN	1.73248008590635E-05	148.052752522473	7	41	35	166	-1.02	-0.268	0.237	0.0915	0.649057762981879	10.0885712472223	3.3029257195532	233.026245640017	11.7280261819302	13.3946694554466	1	233.026245640017	1	13.3946694554466	0.230892803339128	0.000364968523392	NA	0.000100554656729	NA	0.201446330551168	og	tsg	-0.259382145309686	-0.427562468306401	-0.191120167781851	0.369827720376818	0.248854915711434	og	-0.752	0.230892803339128	NA	NA	-0.23644230052455	0.649057762981879	11.7280261819302	DRIVE_ataris	MUT.CCND1/MUT.PTEN	CCND1	CCND1__PTEN__CCND1	PTEN--CCND1	MUT.CCND1/MUT.PTEN__CCND1	MUT.CCND1_CCND1/MUT.PTEN_PTEN__CCND1__DRIVE_ataris	FALSE	gene	1	0	0	TRUE
PTEN--ERBB2__ERBB2	TRUE	MUT.PTEN_PTEN/AMP.merged.chr17:37736785-38513094_ERBB2	second	AMP.merged.chr17:37736785-38513094	MUT.PTEN	669	341	8	170	0.047058823529412	AMP - MUT	18.319	0.107758823529412	0.022725745418175	0.015649507859577	0.0008	0.0008	0.00576396212741	ME	0.007076237558598	TRUE	TRUE	TRUE	significant_robust	PTEN	ERBB2,RARA	MUT	AMP	PTEN	ERBB2	2.49762862030773E-07	227184.127596041	3	62	25	228	-0.513658627167795	-0.15707118894314	-0.448711332331041	-0.218385141256745	153.677909981266	0.528682703837017	163990.475336495	0.392454619199003	2.24720421560969	0.820037207212561	163990.475336495	1	2.24720421560969	1	0.029726489558479	0.999796998109826	NA	1.31625067512076E-07	NA	1.76552927833029E-07	tsg	og	-0.336424015449545	-0.075074340296926	0.115158217353158	-0.120007450719416	0.079923573663184	og	-0.064947294836755	0.999796998109826	NA	NA	0.044933110422489	0.528682703837017	0.820037207212561	AVANA	MUT.PTEN/AMP.merged.chr17:37736785-38513094	ERBB2	PTEN__ERBB2__ERBB2	PTEN--ERBB2	MUT.PTEN/AMP.merged.chr17:37736785-38513094__ERBB2	MUT.PTEN_PTEN/AMP.merged.chr17:37736785-38513094_ERBB2__ERBB2__AVANA	FALSE	gene	1	2	1	TRUE
